train/loss_simple,train/loss_vlb,train/loss,train/sarhm_attention_entropy,train/sarhm_confidence_mean,train/sarhm_confidence_std,train/sarhm_confidence_min,train/sarhm_confidence_max,train/sarhm_retrieval_acc,train/loss_stable,train/loss_retrieval,train/loss_clip,epoch,step,val/skip_image_generation
0.14948563277721405,0.003707621246576309,0.14948563277721405,2.7250466346740723,0.2612806260585785,0.018220502883195877,0.2252771109342575,0.31119924783706665,0.0433482825756073,0.0025392058305442333,5.300824165344238,0.6741358637809753,0,13,
0.15505272150039673,0.00586466770619154,0.15505272150039673,3.5582239627838135,0.035418830811977386,0.0051748985424637794,0.02730664424598217,0.053190551698207855,0.029895367100834846,0.0008942684507928789,3.7478206157684326,0.24374863505363464,1,27,
0.13999497890472412,0.00228960532695055,0.13999497890472412,3.624537706375122,0.017442191019654274,0.004946472588926554,0.011319264769554138,0.0373477041721344,0.05231688916683197,0.0003576210292521864,3.6541874408721924,0.07483624666929245,2,41,
0.147708460688591,0.001494511729106307,0.147708460688591,3.6452794075012207,0.011819246225059032,0.007975172251462936,0.00487400870770216,0.044855836778879166,0.08370702713727951,0.00020325863442849368,3.5925981998443604,0.021470442414283752,3,55,
0.1528775840997696,0.0015438365517184138,0.1528775840997696,3.5990042686462402,0.024363946169614792,0.027256039902567863,0.007562573999166489,0.14412455260753632,0.06726457178592682,0.0001480887149227783,3.519906520843506,0.020269043743610382,4,69,
0.14546707272529602,0.0019225814612582326,0.14546707272529602,3.585878372192383,0.02792215533554554,0.03441469743847847,0.006810193881392479,0.16736875474452972,0.1031390130519867,,3.441497564315796,0.016132336109876633,5,83,
0.15804645419120789,0.003490435192361474,0.15804645419120789,3.52555775642395,0.044274162501096725,0.045996107161045074,0.010941792279481888,0.22004249691963196,0.1300448477268219,,3.3447265625,0.018682096153497696,6,97,
0.14927111566066742,0.0023267187643796206,0.14927111566066742,3.4714279174804688,0.05894799903035164,0.05061584338545799,0.015438269823789597,0.2658059895038605,0.13901345431804657,,3.2716472148895264,0.019753994420170784,7,111,
0.16528454422950745,0.005333200562745333,0.16528454422950745,3.4134979248046875,0.0746518224477768,0.05899755656719208,0.019591165706515312,0.297878235578537,0.1569506675004959,,3.205420732498169,0.02145303785800934,8,125,
,,,,,,,,,,,,9,139,1.0
0.15533290803432465,0.00178545992821455,0.15533290803432465,3.3595545291900635,0.08927515149116516,0.06621792167425156,0.02384447492659092,0.31647753715515137,0.18834081292152405,,3.1008658409118652,0.021638108417391777,9,139,
0.15805770456790924,0.0030608265660703182,0.15805770456790924,3.3081185817718506,0.10321860015392303,0.073058120906353,0.02977454476058483,0.36830979585647583,0.19730941951274872,,3.0240094661712646,0.021467439830303192,10,153,
0.14896628260612488,0.0031965472735464573,0.14896628260612488,3.2449514865875244,0.1203422024846077,0.08207231760025024,0.042278189212083817,0.438554972410202,0.2436472326517105,,2.8666884899139404,0.022668588906526566,11,167,
0.15354958176612854,0.003809568705037236,0.15354958176612854,3.168814182281494,0.14098188281059265,0.08526041358709335,0.04816541075706482,0.43675556778907776,0.2795216739177704,,2.6998672485351562,0.024711839854717255,12,181,
0.16291670501232147,0.0039095147512853146,0.16291670501232147,3.0501112937927246,0.17316055297851562,0.09352239221334457,0.06040254235267639,0.4630918502807617,0.3467862606048584,,2.4799880981445312,0.029424002394080162,13,195,
0.15947222709655762,0.0030785929411649704,0.15947222709655762,2.9698028564453125,0.19493098556995392,0.0993553102016449,0.07120036333799362,0.48468101024627686,0.41853511333465576,,2.273625373840332,0.03231624513864517,14,209,
0.13821959495544434,0.0018737426726147532,0.13821959495544434,2.8678197860717773,0.2225770652294159,0.10485106706619263,0.08027861267328262,0.5089340209960938,0.4962630867958069,,2.0374698638916016,0.03403887897729874,15,223,
0.15294046700000763,0.0023255026899278164,0.15294046700000763,2.725386381149292,0.26118865609169006,0.10827048122882843,0.09572560340166092,0.5158376693725586,0.6143497824668884,,1.7564897537231445,0.03643660247325897,16,237,
0.14808174967765808,0.0021198722533881664,0.14808174967765808,2.606842517852783,0.2933240830898285,0.1162390410900116,0.10911957919597626,0.6021125316619873,0.681614339351654,,1.5868414640426636,0.03732116147875786,17,251,
0.1586872637271881,0.00386802782304585,0.1586872637271881,2.5582897663116455,0.306486040353775,0.1122894287109375,0.12884005904197693,0.6156047582626343,0.7369207739830017,,1.4431551694869995,0.039326708763837814,18,265,
,,,,,,,,,,,,19,279,1.0
0.14236578345298767,0.0030715693719685078,0.14236578345298767,2.4371893405914307,0.3393144905567169,0.11641699820756912,0.14857208728790283,0.6487785577774048,0.7742899656295776,,1.321106195449829,0.039033446460962296,19,279,
0.1542336642742157,0.004198565613478422,0.1542336642742157,2.4062302112579346,0.347707062959671,0.12071029841899872,0.14542686939239502,0.6400056481361389,0.7997010350227356,,1.2646650075912476,0.037775542587041855,20,293,
0.1513257622718811,0.0017530141631141305,0.1513257622718811,2.284594774246216,0.380680650472641,0.11151964962482452,0.17647315561771393,0.655278205871582,0.8699551820755005,,1.0952240228652954,0.03720862418413162,21,307,
0.14755815267562866,0.0037268551532179117,0.14755815267562866,2.2621986865997314,0.38675186038017273,0.11281633377075195,0.16470037400722504,0.633652925491333,0.8983557820320129,,1.043857216835022,0.03464431315660477,22,321,
0.15328700840473175,0.0018607224337756634,0.15328700840473175,2.1623730659484863,0.41381317377090454,0.11530078947544098,0.19829419255256653,0.6942141056060791,0.884902834892273,,0.9864644408226013,0.034882452338933945,23,335,
0.14157047867774963,0.004341509193181992,0.14157047867774963,2.1147332191467285,0.4267274737358093,0.11289367824792862,0.20853611826896667,0.6906532645225525,0.8983557820320129,,0.9271181225776672,0.03462620824575424,24,349,
0.1548389196395874,0.0028388998471200466,0.1548389196395874,2.0660605430603027,0.43992191553115845,0.10641887784004211,0.22020578384399414,0.676297128200531,0.9222720265388489,,0.8479031324386597,0.03200003132224083,25,363,
0.15097814798355103,0.004907779861241579,0.15097814798355103,2.034421443939209,0.44849881529808044,0.10874177515506744,0.23160026967525482,0.6826956272125244,0.9372197389602661,,0.8272131085395813,0.0317935049533844,26,377,
0.15432000160217285,0.0032437110785394907,0.15432000160217285,2.0047004222869873,0.4565557837486267,0.11367888003587723,0.22734487056732178,0.696492075920105,0.9417040348052979,,0.8263772130012512,0.031152762472629547,27,391,
0.15513907372951508,0.003822475206106901,0.15513907372951508,1.9572423696517944,0.4694209694862366,0.11185511201620102,0.2461329847574234,0.6876199245452881,0.9431988000869751,,0.7876303195953369,0.03010670840740204,28,405,
,,,,,,,,,,,,29,419,1.0
0.1403730809688568,0.0022404370829463005,0.1403730809688568,1.9285696744918823,0.4771936535835266,0.10910019278526306,0.2424275279045105,0.6962411403656006,0.9551569223403931,,0.7533803582191467,0.030327456071972847,29,419,
0.1544363647699356,0.0025283414870500565,0.1544363647699356,1.8544491529464722,0.49728667736053467,0.11132983863353729,0.23761974275112152,0.704362154006958,0.9715994000434875,,0.7057598233222961,0.02724936045706272,30,433,
0.14507918059825897,0.003855345072224736,0.14507918059825897,1.8582698106765747,0.49625086784362793,0.09868477284908295,0.28138595819473267,0.7024170756340027,0.974588930606842,,0.6901333332061768,0.027948012575507164,31,447,
0.13546817004680634,0.0015999182360246778,0.13546817004680634,1.7875465154647827,0.5154229402542114,0.10910259932279587,0.26342228055000305,0.729537308216095,0.9626308083534241,,0.666985273361206,0.027782855555415154,32,461,
0.14356030523777008,0.0016536342445760965,0.14356030523777008,1.8204803466796875,0.5064950585365295,0.11127476394176483,0.2542498707771301,0.7480607628822327,0.9715994000434875,,0.6815667152404785,0.028144927695393562,33,475,
0.15954461693763733,0.004023486282676458,0.15954461693763733,1.815674901008606,0.5077976584434509,0.10278268903493881,0.27853959798812866,0.7283661961555481,0.9626308083534241,,0.6778393387794495,0.027239959686994553,34,489,
0.1600203514099121,0.0051157125271856785,0.1600203514099121,1.7584280967712402,0.523316502571106,0.10140630602836609,0.3004407584667206,0.7312236428260803,0.9686098694801331,,0.6275668144226074,0.025627272203564644,35,503,
0.1595194935798645,0.00323958951048553,0.1595194935798645,1.717350721359253,0.534451961517334,0.1011011078953743,0.30983269214630127,0.7402622103691101,0.9790732264518738,,0.6095383763313293,0.025566140189766884,36,517,
0.1481962651014328,0.001746245427057147,0.1481962651014328,1.7142970561981201,0.5352797508239746,0.11380843073129654,0.2866639792919159,0.7748189568519592,0.9730941653251648,,0.6119997501373291,0.030128678306937218,37,531,
0.15665356814861298,0.003272262867540121,0.15665356814861298,1.7009897232055664,0.5388871431350708,0.09832055121660233,0.29567524790763855,0.7354370355606079,0.9820627570152283,,0.5936759114265442,0.024236179888248444,38,545,
,,,,,,,,,,,,39,559,1.0
0.1776198148727417,0.0041227987967431545,0.1776198148727417,1.678601861000061,0.5449562072753906,0.10030917823314667,0.34130311012268066,0.7623152136802673,0.9925261735916138,,0.5678009390830994,0.02430211938917637,39,559,
